POSITION,CHAMP_YEAR,DIVISION,EVENT,SEX,ATHLETE,YEAR,TEAM,TIME,TIME_SECS,MARK,CONV,POINTS,MEET,MEET DATE
52,2010,D1,4x400,Men,,,Stephen F. Austin (C),3:08:23,188.23,,,,Southland Conference Outdoor Championships,"May 14, 2010"
53,2010,D1,4x400,Men,,,Seton Hall (C),3:08:29,188.29,,,,Sea Ray Relays,"Apr 7, 2010"
54,2010,D1,4x400,Men,,,Illinois (B),3:08:30,188.3,,,,Drake Relays,"Apr 21, 2010"
55,2010,D1,4x400,Men,,,Texas (D),3:08:31,188.31,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
56,2010,D1,4x400,Men,,,Mississippi (A),3:08:33,188.33,,,,Drake Relays,"Apr 21, 2010"
57,2010,D1,4x400,Men,,,Nebraska (G),3:08:36,188.36,,,,Big 12 Championships,"May 14, 2010"
58,2010,D1,4x400,Men,,,North Carolina (B),3:08:39,188.39,,,,Raleigh Relays,"Mar 26, 2010"
59,2010,D1,4x400,Men,,,Oregon (C),3:08:41,188.41,,,,Oregon Pepsi Invitational,"Apr 10, 2010"
60,2010,D1,4x400,Men,,,Texas (G),3:08:45,188.45,,,,Big 12 Championships,"May 14, 2010"
61,2010,D1,4x400,Men,,,Arkansas (E),3:08:46,188.46,,,,Arkansas Twilight,"Apr 30, 2010"
62,2010,D1,4x400,Men,,,Michigan (A),3:08:48,188.48,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
62,2010,D1,4x400,Men,,,Wake Forest (B),3:08:48,188.48,,,,Auburn Tiger Track Classic,"Apr 2, 2010"
64,2010,D1,4x400,Men,,,Louisiana Tech (F),3:08:49,188.49,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
65,2010,D1,4x400,Men,,,South Carolina (H),3:08:51,188.51,,,,Spec Towns National Team Invitational,"Apr 9, 2010"
66,2010,D1,4x400,Men,,,Delaware State (L),3:08:52,188.52,,,,IC4A Outdoor Championship,"May 14, 2010"
67,2010,D1,4x400,Men,,,North Texas (D),3:08:63,188.63,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
68,2010,D1,4x400,Men,,,Minnesota (D),3:08:66,188.66,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
69,2010,D1,4x400,Men,,,Cincinnati (H),3:08:68,188.68,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
69,2010,D1,4x400,Men,,,Seton Hall (F),3:08:68,188.68,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
71,2010,D1,4x400,Men,,,Delaware State (K),3:08:78,188.78,,,,MEAC Outdoor Championships,"May 6, 2010"
72,2010,D1,4x400,Men,,,Nebraska (F),3:08:84,188.84,,,,Texas Tech vs. Nebraska Dual Meet,"May 1, 2010"
73,2010,D1,4x400,Men,,,Texas A&M (H),3:08:84,188.84,,,,Oregon Pepsi Invitational,"Apr 10, 2010"
74,2010,D1,4x400,Men,,,Georgia (A),3:08:88,188.88,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
75,2010,D1,4x400,Men,,,Florida State (B),3:08:90,188.9,,,,ACC Outdoor Championships,"Apr 15, 2010"
76,2010,D1,4x400,Men,,,Iowa (H),3:08:97,188.97,,,,Drake Relays,"Apr 21, 2010"
77,2010,D1,4x400,Men,,,Norfolk State (C),3:08:99,188.99,,,,Sea Ray Relays,"Apr 7, 2010"
78,2010,D1,4x400,Men,,,Kansas (P),3:09:07,189.07,,,,Big 12 Championships,"May 14, 2010"
79,2010,D1,4x400,Men,,,Baylor (F),3:09:10,189.1,,,,Drake Relays,"Apr 21, 2010"
80,2010,D1,4x400,Men,,,Arkansas (I),3:09:12,189.12,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
80,2010,D1,4x400,Men,,,Northwestern St. (B),3:09:12,189.12,,,,Drake Relays,"Apr 21, 2010"
82,2010,D1,4x400,Men,,,BYU (I),3:09:25,189.25,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
82,2010,D1,4x400,Men,,,Auburn (B),3:09:25,189.25,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
84,2010,D1,4x400,Men,,,George Mason (K),3:09:27,189.27,,,,IC4A Outdoor Championship,"May 14, 2010"
85,2010,D1,4x400,Men,,,TCU (F),3:09:30,189.3,,,,Penn Relays,"Apr 20, 2010"
86,2010,D1,4x400,Men,,,Michigan (E),3:09:31,189.31,,,,Drake Relays,"Apr 21, 2010"
87,2010,D1,4x400,Men,,,Coppin State (C),3:09:32,189.32,,,,IC4A Outdoor Championship,"May 14, 2010"
88,2010,D1,4x400,Men,,,TCU (G),3:09:41,189.41,,,,Penn Relays,"Apr 20, 2010"
88,2010,D1,4x400,Men,,,Stanford (F),3:09:41,189.41,,,,Brutus Hamilton Invitational,"Apr 23, 2010"
90,2010,D1,4x400,Men,,,UC Irvine (C),3:09:43,189.43,,,,Big West Conference Track & Field Championships,"May 14, 2010"
91,2010,D1,4x400,Men,,,North Carolina (E),3:09:46,189.46,,,,Penn Relays,"Apr 20, 2010"
91,2010,D1,4x400,Men,,,Rutgers (F),3:09:46,189.46,,,,Penn Relays,"Apr 20, 2010"
93,2010,D1,4x400,Men,,,Virginia (A),3:09:50,189.5,,,,ACC Outdoor Championships,"Apr 15, 2010"
94,2010,D1,4x400,Men,,,Florida (D),3:09:54,189.54,,,,Penn Relays,"Apr 20, 2010"
95,2010,D1,4x400,Men,,,Kansas (M),3:09:55,189.55,,,,Arkansas Twilight,"Apr 30, 2010"
95,2010,D1,4x400,Men,,,Houston (E),3:09:55,189.55,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
97,2010,D1,4x400,Men,,,Wisconsin (C),3:09:59,189.59,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
98,2010,D1,4x400,Men,,,Baylor (D),3:09:61,189.61,,,,Victor Lopez Bayou Classic,"Mar 26, 2010"
99,2010,D1,4x400,Men,,,Cornell (H),3:09:68,189.68,,,,IC4A Outdoor Championship,"May 14, 2010"
100,2010,D1,4x400,Men,,,South Florida (A),3:09:70,189.7,,,,Sea Ray Relays,"Apr 7, 2010"
101,2010,D1,4x400,Men,,,Texas (F),3:09:80,189.8,,,,Penn Relays,"Apr 20, 2010"
102,2010,D1,4x400,Men,,,South Carolina (B),3:09:85,189.85,,,,CCU Shamrock 2010,"Mar 18, 2010"
103,2010,D1,4x400,Men,,,Mississippi St. (D),3:09:90,189.9,,,,Rhodes Open,"Mar 20, 2010"
104,2010,D1,4x400,Men,,,Morgan State (E),3:09:92,189.92,,,,2010 Florida Relays,"Apr 2, 2010"
105,2010,D1,4x400,Men,,,Houston (F),3:09:94,189.94,,,,Penn Relays,"Apr 20, 2010"
106,2010,D1,4x400,Men,,,UC Santa Barbara (C),3:09:95,189.95,,,,Big West Conference Track & Field Championships,"May 14, 2010"
107,2010,D1,4x400,Men,,,Oral Roberts (C),3:09:98,189.98,,,,John McDonnell Invitational,"Apr 9, 2010"
108,2010,D1,4x400,Men,,,Eastern Illinois (D),3:09:99,189.99,,,,Vanderbilt Invitational,"Apr 16, 2010"
109,2010,D1,4x400,Men,,,Charlotte (G),3:10:02,190.02,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
110,2010,D1,4x400,Men,,,Wake Forest (D),3:10:06,190.06,,,,Penn Relays,"Apr 20, 2010"
111,2010,D1,4x400,Men,,,Tennessee (E),3:10:10,190.1,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
112,2010,D1,4x400,Men,,,Oregon (G),3:10:13,190.13,,,,Pac-10 Track & Field Championships,"May 15, 2010"
113,2010,D1,4x400,Men,,,Minnesota (C),3:10:14,190.14,,,,Jim Click Shootout,"Apr 3, 2010"
114,2010,D1,4x400,Men,,,TCU (D),3:10:20,190.2,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
115,2010,D1,4x400,Men,,,Wichita State (G),3:10:27,190.27,,,,Missouri Valley Conference Championships,"May 14, 2010"
116,2010,D1,4x400,Men,,,Maryland-Eastern Shore (A),3:10:28,190.28,,,,University of Pennsylvania Invitational,"Apr 3, 2010"
117,2010,D1,4x400,Men,,,Wichita State (H),3:10:36,190.36,,,,Sooner Invitational,"Apr 23, 2010"
118,2010,D1,4x400,Men,,,George Mason (J),3:10:37,190.37,,,,2010 CAA Track & Field Championships,"Apr 30, 2010"
119,2010,D1,4x400,Men,,,Missouri (K),3:10:40,190.4,,,,Big 12 Championships,"May 14, 2010"
119,2010,D1,4x400,Men,,,N. Carolina A&T (B),3:10:40,190.4,,,,Aggie Relays,"Apr 2, 2010"
121,2010,D1,4x400,Men,,,Northern Iowa (J),3:10:42,190.42,,,,Missouri Valley Conference Championships,"May 14, 2010"
122,2010,D1,4x400,Men,,,Iowa (J),3:10:45,190.45,,,,Musco Invitational,"May 1, 2010"
123,2010,D1,4x400,Men,,,Delaware State (J),3:10:48,190.48,,,,IC4A Outdoor Championship,"May 14, 2010"
124,2010,D1,4x400,Men,,,Tennessee (D),3:10:58,190.58,,,,Penn Relays,"Apr 20, 2010"
124,2010,D1,4x400,Men,,,Alabama (B),3:10:58,190.58,,,,Alabama Relays,"Mar 25, 2010"
126,2010,D1,4x400,Men,,,Texas (E),3:10:65,190.65,,,,Arkansas vs. Texas,"Apr 17, 2010"
127,2010,D1,4x400,Men,,,Houston (A),3:10:67,190.67,,,,Texas Invite,"May 1, 2010"
128,2010,D1,4x400,Men,,,Tennessee (B),3:10:69,190.69,,,,2010 Florida Relays,"Apr 2, 2010"
129,2010,D1,4x400,Men,,,Kent State (F),3:10:73,190.73,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
130,2010,D1,4x400,Men,,,Texas A&M (A),3:10:76,190.76,,,,5th Annual Carolina Spring Classic,"Mar 19, 2010"
131,2010,D1,4x400,Men,,,Louisiana Tech (J),3:10:78,190.78,,,,2010 Western Athletic Conference Championships,"May 12, 2010"
132,2010,D1,4x400,Men,,,Washington St. (J),3:10:83,190.83,,,,Pac-10 Track & Field Championships,"May 15, 2010"
133,2010,D1,4x400,Men,,,Georgia Tech (A),3:10:84,190.84,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
134,2010,D1,4x400,Men,,,Nebraska (D),3:10:88,190.88,,,,2010 Kansas Relays,"Apr 14, 2010"
135,2010,D1,4x400,Men,,,SE Louisiana (A),3:10:90,190.9,,,,Southland Conference Outdoor Championships,"May 14, 2010"
136,2010,D1,4x400,Men,,,Oregon (D),3:10:94,190.94,,,,Oregon vs. UCLA,"Apr 17, 2010"
137,2010,D1,4x400,Men,,,Louisiana Tech (G),3:11:01,191.01,,,,Ole Miss Invitational,"Apr 10, 2010"
138,2010,D1,4x400,Men,,,Cornell (I),3:11:02,191.02,,,,IC4A Outdoor Championship,"May 14, 2010"
139,2010,D1,4x400,Men,,,Rutgers (G),3:11:06,191.06,,,,Penn Relays,"Apr 20, 2010"
140,2010,D1,4x400,Men,,,Tennessee (C),3:11:08,191.08,,,,Sea Ray Relays,"Apr 7, 2010"
141,2010,D1,4x400,Men,,,Mississippi St. (C),3:11:11,191.11,,,,UNF Spring Break Open,"Mar 5, 2010"
142,2010,D1,4x400,Men,,,UNC-Wilmington (A),3:11:12,191.12,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
143,2010,D1,4x400,Men,,,Seton Hall (A),3:11:13,191.13,,,,Raleigh Relays,"Mar 26, 2010"
144,2010,D1,4x400,Men,,,Arizona State (B),3:11:14,191.14,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
145,2010,D1,4x400,Men,,,Louisiana Tech (I),3:11:15,191.15,,,,Drake Relays,"Apr 21, 2010"
146,2010,D1,4x400,Men,,,Western Carolina (A),3:11:16,191.16,,,,Western Carolina University Track & Field Invitational,"Apr 15, 2010"
147,2010,D1,4x400,Men,,,UC Davis (C),3:11:22,191.22,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
148,2010,D1,4x400,Men,,,Wisconsin (A),3:11:24,191.24,,,,FSU Relays,"Mar 25, 2010"
149,2010,D1,4x400,Men,,,Princeton (C),3:11:30,191.3,,,,Penn Relays,"Apr 20, 2010"
150,2010,D1,4x400,Men,,,Missouri (E),3:11:31,191.31,,,,Tom Botts Invitational,"Apr 2, 2010"
151,2010,D1,4x400,Men,,,Minnesota (E),3:11:32,191.32,,,,Musco Invitational,"May 1, 2010"
152,2010,D1,4x400,Men,,,Villanova (E),3:11:47,191.47,,,,IC4A Outdoor Championship,"May 14, 2010"
153,2010,D1,4x400,Men,,,Tulsa (A),3:11:50,191.5,,,,Arkansas Twilight,"Apr 30, 2010"
154,2010,D1,4x400,Men,,,Eastern Illinois (J),3:11:59,191.59,,,,Drake Relays,"Apr 21, 2010"
155,2010,D1,4x400,Men,,,LSU (F),3:11:61,191.61,,,,Miami Hurricane Alumni Invitational,"Apr 10, 2010"
156,2010,D1,4x400,Men,,,Long Island (J),3:11:63,191.63,,,,IC4A Outdoor Championship,"May 14, 2010"
157,2010,D1,4x400,Men,,,USC (I),3:11:74,191.74,,,,USC vs UCLA Dual Meet,"May 1, 2010"
158,2010,D1,4x400,Men,,,Princeton (D),3:11:76,191.76,,,,Penn Relays,"Apr 20, 2010"
159,2010,D1,4x400,Men,,,Morgan State (D),3:11:77,191.77,,,,IC4A Outdoor Championship,"May 14, 2010"
160,2010,D1,4x400,Men,,,Akron (D),3:11:78,191.78,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
160,2010,D1,4x400,Men,,,South Carolina (G),3:11:78,191.78,,,,2010 Florida Relays,"Apr 2, 2010"
162,2010,D1,4x400,Men,,,Ohio State (D),3:11:83,191.83,,,,Lenny Lyle / Clarke Wood Invite,"Apr 16, 2010"
163,2010,D1,4x400,Men,,,Penn State (D),3:11:85,191.85,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
164,2010,D1,4x400,Men,,,Morgan State (F),3:11:90,191.9,,,,Penn Relays,"Apr 20, 2010"
164,2010,D1,4x400,Men,,,Stanford (B),3:11:90,191.9,,,,Stanford Invitational,"Mar 26, 2010"
166,2010,D1,4x400,Men,,,Wis.-Milwaukee (E),3:11:91,191.91,,,,Horizon League Championship,"Apr 30, 2010"
167,2010,D1,4x400,Men,,,Long Island (D),3:11:95,191.95,,,,2010 Florida Relays,"Apr 2, 2010"
168,2010,D1,4x400,Men,,,Texas-Arlington (B),3:11:99,191.99,,,,Southland Conference Outdoor Championships,"May 14, 2010"
169,2010,D1,4x400,Men,,,BYU (C),3:12:05,192.05,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
170,2010,D1,4x400,Men,,,Miami (C),3:12:10,192.1,,,,2010 Florida Relays,"Apr 2, 2010"
171,2010,D1,4x400,Men,,,UTSA (E),3:12:12,192.12,,,,Texas Invite,"May 1, 2010"
171,2010,D1,4x400,Men,,,Texas Tech (C),3:12:12,192.12,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
173,2010,D1,4x400,Men,,,Nebraska (E),3:12:16,192.16,,,,Penn Relays,"Apr 20, 2010"
174,2010,D1,4x400,Men,,,Nebraska (A),3:12:17,192.17,,,,Jim Click Shootout,"Apr 3, 2010"
175,2010,D1,4x400,Men,,,Kent State (E),3:12:18,192.18,,,,Penn Relays,"Apr 20, 2010"
176,2010,D1,4x400,Men,,,Connecticut (G),3:12:23,192.23,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
177,2010,D1,4x400,Men,,,Princeton (F),3:12:34,192.34,,,,IC4A Outdoor Championship,"May 14, 2010"
178,2010,D1,4x400,Men,,,Akron (A),3:12:36,192.36,,,,All Ohio Championships,"Apr 16, 2010"
179,2010,D1,4x400,Men,,,George Mason (C),3:12:37,192.37,,,,Raleigh Relays,"Mar 26, 2010"
180,2010,D1,4x400,Men,,,Wisconsin (B),3:12:41,192.41,,,,2010 Florida Relays,"Apr 2, 2010"
181,2010,D1,4x400,Men,,,Texas Southern (E),3:12:43,192.43,,,,2010 SWAC Track and Field Outdoor Championship,"Apr 29, 2010"
182,2010,D1,4x400,Men,,,Missouri (F),3:12:48,192.48,,,,Arkansas Twilight,"Apr 30, 2010"
183,2010,D1,4x400,Men,,,Weber State (B),3:12:50,192.5,,,,2010 Big Sky Conference Championships,"May 12, 2010"
184,2010,D1,4x400,Men,,,USC (B),3:12:50,192.5,,,,USC Trojan Invitational,"Mar 19, 2010"
185,2010,D1,4x400,Men,,,Washington St. (D),3:12:51,192.51,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
186,2010,D1,4x400,Men,,,UC Santa Barbara (D),3:12:53,192.53,,,,USC Trojan Invitational,"Mar 19, 2010"
187,2010,D1,4x400,Men,,,Delaware State (F),3:12:54,192.54,,,,Coppin State Eagle Twilight,"Apr 29, 2010"
187,2010,D1,4x400,Men,,,UC Davis (A),3:12:54,192.54,,,,Cal/Nevada Collegiate Championship,"Mar 27, 2010"
189,2010,D1,4x400,Men,,,Georgia (B),3:12:55,192.55,,,,Spec Towns National Team Invitational,"Apr 9, 2010"
190,2010,D1,4x400,Men,,,Georgetown (F),3:12:56,192.56,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
191,2010,D1,4x400,Men,,,Army (D),3:12:57,192.57,,,,Patriot League Outdoor Track & Field Championships,"Apr 30, 2010"
192,2010,D1,4x400,Men,,,Kent State (G),3:12:58,192.58,,,,Mid-American Conference Outdoor Championships,"May 13, 2010"
192,2010,D1,4x400,Men,,,Binghamton (E),3:12:58,192.58,,,,Bucknell Bison Outdoor Classic,"Apr 9, 2010"
194,2010,D1,4x400,Men,,,South Dakota St. (B),3:12:59,192.59,,,,Summit League Outdoor Track & Field Championships,"May 13, 2010"
195,2010,D1,4x400,Men,,,Fresno State (E),3:12:62,192.62,,,,2010 Western Athletic Conference Championships,"May 12, 2010"
196,2010,D1,4x400,Men,,,Nebraska (C),3:12:64,192.64,,,,2010 Nebraska Invitational,"Apr 10, 2010"
197,2010,D1,4x400,Men,,,Iowa State (B),3:12:65,192.65,,,,Arkansas Twilight,"Apr 30, 2010"
198,2010,D1,4x400,Men,,,Villanova (C),3:12:67,192.67,,,,45th Colonial Relays,"Apr 2, 2010"
199,2010,D1,4x400,Men,,,Loyola (Ill.) (B),3:12:69,192.69,,,,Horizon League Championship,"Apr 30, 2010"
200,2010,D1,4x400,Men,,,Iowa State (D),3:12:72,192.72,,,,Big 12 Championships,"May 14, 2010"
201,2010,D1,4x400,Men,,,Cornell (G),3:12:74,192.74,,,,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
202,2010,D1,4x400,Men,,,Texas Tech (E),3:12:75,192.75,,,,Texas Tech vs. Nebraska Dual Meet,"May 1, 2010"
202,2010,D1,4x400,Men,,,Northern Iowa (H),3:12:75,192.75,,,,Musco Invitational,"May 1, 2010"
204,2010,D1,4x400,Men,,,Southern Utah (H),3:12:76,192.76,,,,Summit League Outdoor Track & Field Championships,"May 13, 2010"
205,2010,D1,4x400,Men,,,Southern Illinois (A),3:12:80,192.8,,,,Ole Miss Invitational,"Apr 10, 2010"
206,2010,D1,4x400,Men,,,Villanova (D),3:12:81,192.81,,,,Penn Relays,"Apr 20, 2010"
206,2010,D1,4x400,Men,,,Alabama (C),3:12:81,192.81,,,,2010 Florida Relays,"Apr 2, 2010"
208,2010,D1,4x400,Men,,,Missouri (H),3:12:83,192.83,,,,2010 Kansas Relays,"Apr 14, 2010"
208,2010,D1,4x400,Men,,,Jackson State (C),3:12:83,192.83,,,,Ole Miss Invitational,"Apr 10, 2010"
210,2010,D1,4x400,Men,,,Oral Roberts (D),3:12:87,192.87,,,,Summit League Outdoor Track & Field Championships,"May 13, 2010"
211,2010,D1,4x400,Men,,,Washington St. (G),3:12:88,192.88,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
211,2010,D1,4x400,Men,,,Georgia Tech (E),3:12:88,192.88,,,,Auburn Tiger Track Classic,"Apr 2, 2010"
213,2010,D1,4x400,Men,,,UTEP (A),3:12:91,192.91,,,,UTEP Invitational,"Apr 10, 2010"
213,2010,D1,4x400,Men,,,Cornell (D),3:12:91,192.91,,,,Bucknell Bison Outdoor Classic,"Apr 9, 2010"
215,2010,D1,4x400,Men,,,N.C. Central (D),3:12:92,192.92,,,,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
216,2010,D1,4x400,Men,,,Boise State (F),3:12:94,192.94,,,,2010 Western Athletic Conference Championships,"May 12, 2010"
216,2010,D1,4x400,Men,,,Wis.-Milwaukee (C),3:12:94,192.94,,,,Sea Ray Relays,"Apr 7, 2010"
216,2010,D1,4x400,Men,,,UNC-Wilmington (H),3:12:94,192.94,,,,Beaches vs. Mountains,"Apr 3, 2010"
219,2010,D1,4x400,Men,,,Georgetown (D),3:12:95,192.95,,,,45th Colonial Relays,"Apr 2, 2010"
220,2010,D1,4x400,Men,,,Air Force (F),3:13:01,193.01,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
221,2010,D1,4x400,Men,,,Bethune-Cookman (C),3:13:02,193.02,,,,2010 Florida Relays,"Apr 2, 2010"
222,2010,D1,4x400,Men,,,Radford (B),3:13:03,193.03,,,,Lou Onesty/Milton G. Abramson Invitational,"Apr 9, 2010"
223,2010,D1,4x400,Men,,,Georgetown (I),3:13:08,193.08,,,,IC4A Outdoor Championship,"May 14, 2010"
224,2010,D1,4x400,Men,,,Albany (G),3:13:10,193.1,,,,America East Championships,"May 1, 2010"
225,2010,D1,4x400,Men,,,Penn (G),3:13:11,193.11,,,,Penn Relays,"Apr 20, 2010"
226,2010,D1,4x400,Men,,,Yale (A),3:13:12,193.12,,,,IC4A Outdoor Championship,"May 14, 2010"
226,2010,D1,4x400,Men,,,Georgetown (H),3:13:12,193.12,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
228,2010,D1,4x400,Men,,,Charlotte (F),3:13:14,193.14,,,,Atlantic 10 Outdoor Championships,"May 1, 2010"
228,2010,D1,4x400,Men,,,Michigan (B),3:13:14,193.14,,,,Duke Invitational,"Apr 2, 2010"
230,2010,D1,4x400,Men,,,Cornell (E),3:13:15,193.15,,,,Penn Relays,"Apr 20, 2010"
231,2010,D1,4x400,Men,,,BYU (F),3:13:19,193.19,,,,2010 BYU Robison Invitational,"Apr 21, 2010"
232,2010,D1,4x400,Men,,,Connecticut (C),3:13:21,193.21,,,,Spec Towns National Team Invitational,"Apr 9, 2010"
233,2010,D1,4x400,Men,,,N. Carolina A&T (D),3:13:24,193.24,,,,MEAC Outdoor Championships,"May 6, 2010"
234,2010,D1,4x400,Men,,,Kennesaw State (D),3:13:27,193.27,,,,Auburn War Eagle Invitational,"Apr 16, 2010"
235,2010,D1,4x400,Men,,,Memphis (E),3:13:31,193.31,,,,Conference USA Outdoor Championships,"May 13, 2010"
235,2010,D1,4x400,Men,,,Norfolk State (A),3:13:31,193.31,,,,Wake Forest Open,"Mar 19, 2010"
237,2010,D1,4x400,Men,,,McNeese State (D),3:13:32,193.32,,,,Southland Conference Outdoor Championships,"May 14, 2010"
238,2010,D1,4x400,Men,,,Albany (B),3:13:34,193.34,,,,IC4A Outdoor Championship,"May 14, 2010"
238,2010,D1,4x400,Men,,,Oklahoma (E),3:13:34,193.34,,,,John Jacobs Collegiate Invitational,"Apr 16, 2010"
240,2010,D1,4x400,Men,,,Oklahoma (F),3:13:38,193.38,,,,John Jacobs Collegiate Invitational,"Apr 16, 2010"
241,2010,D1,4x400,Men,,,UMKC (A),3:13:40,193.4,,,,Summit League Outdoor Track & Field Championships,"May 13, 2010"
241,2010,D1,4x400,Men,,,BYU (E),3:13:40,193.4,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
243,2010,D1,4x400,Men,,,Princeton (E),3:13:42,193.42,,,,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
243,2010,D1,4x400,Men,,,Kent State (B),3:13:42,193.42,,,,Sea Ray Relays,"Apr 7, 2010"
245,2010,D1,4x400,Men,,,Southern Illinois (C),3:13:45,193.45,,,,Missouri Valley Conference Championships,"May 14, 2010"
246,2010,D1,4x400,Men,,,Florida (A),3:13:46,193.46,,,,UCF Invitational,"Mar 26, 2010"
247,2010,D1,4x400,Men,,,Long Beach St. (G),3:13:50,193.5,,,,Big West Conference Track & Field Championships,"May 14, 2010"
247,2010,D1,4x400,Men,,,Rice (E),3:13:50,193.5,,,,Rice J. Fred Duckett Twilight,"Apr 24, 2010"
249,2010,D1,4x400,Men,,,SE Louisiana (G),3:13:62,193.62,,,,Northwestern State Invitational,"May 1, 2010"
250,2010,D1,4x400,Men,,,Bucknell (O),3:13:66,193.66,,,,Patriot League Outdoor Track & Field Championships,"Apr 30, 2010"
251,2010,D1,4x400,Men,,,Delaware State (E),3:13:67,193.67,,,,Penn Relays,"Apr 20, 2010"
251,2010,D1,4x400,Men,,,Rutgers (D),3:13:67,193.67,,,,Princeton Larry Ellis Invitational,"Apr 16, 2010"
253,2010,D1,4x400,Men,,,Kennesaw State (J),3:13:71,193.71,,,,Sea Ray Relays,"Apr 7, 2010"
254,2010,D1,4x400,Men,,,Air Force (B),3:13:73,193.73,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
255,2010,D1,4x400,Men,,,Air Force (A),3:13:75,193.75,,,,Front Range Classic,"May 1, 2010"
255,2010,D1,4x400,Men,,,Texas Southern (A),3:13:75,193.75,,,,Victor Lopez Bayou Classic,"Mar 26, 2010"
255,2010,D1,4x400,Men,,,Lamar (E),3:13:75,193.75,,,,Northwestern State Invitational,"May 1, 2010"
258,2010,D1,4x400,Men,,,Memphis (C),3:13:80,193.8,,,,Memphis Invitational,"Apr 17, 2010"
259,2010,D1,4x400,Men,,,Long Beach St. (B),3:13:83,193.83,,,,Cal/Nevada Collegiate Championship,"Mar 27, 2010"
259,2010,D1,4x400,Men,,,Rutgers (B),3:13:83,193.83,,,,45th Colonial Relays,"Apr 2, 2010"
261,2010,D1,4x400,Men,,,Eastern Washington (D),3:13:85,193.85,,,,2010 Big Sky Conference Championships,"May 12, 2010"
262,2010,D1,4x400,Men,,,Navy (F),3:13:87,193.87,,,,Patriot League Outdoor Track & Field Championships,"Apr 30, 2010"
263,2010,D1,4x400,Men,,,Purdue (C),3:13:90,193.9,,,,Spec Towns National Team Invitational,"Apr 9, 2010"
264,2010,D1,4x400,Men,,,UC Riverside (D),3:13:91,193.91,,,,Big West Conference Track & Field Championships,"May 14, 2010"
265,2010,D1,4x400,Men,,,Northern Colorado (B),3:13:93,193.93,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
266,2010,D1,4x400,Men,,,Norfolk State (B),3:13:95,193.95,,,,45th Colonial Relays,"Apr 2, 2010"
267,2010,D1,4x400,Men,,,Missouri (D),3:13:97,193.97,,,,Tom Botts Invitational,"Apr 2, 2010"
268,2010,D1,4x400,Men,,,Jackson State (E),3:13:98,193.98,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
269,2010,D1,4x400,Men,,,Weber State (F),3:13:99,193.99,,,,2010 Wildcat Twilight Open Meet,"May 5, 2010"
270,2010,D1,4x400,Men,,,Kentucky (A),3:14:01,194.01,,,,2010 Florida Relays,"Apr 2, 2010"
271,2010,D1,4x400,Men,,,Rice (H),3:14:03,194.03,,,,Conference USA Outdoor Championships,"May 13, 2010"
272,2010,D1,4x400,Men,,,Illinois-Chicago (B),3:14:07,194.07,,,,Horizon League Championship,"Apr 30, 2010"
273,2010,D1,4x400,Men,,,Penn (C),3:14:09,194.09,,,,University of Pennsylvania Invitational,"Apr 3, 2010"
274,2010,D1,4x400,Men,,,Mid. Tenn. State (B),3:14:12,194.12,,,,Sea Ray Relays,"Apr 7, 2010"
