POSITION,CHAMP_YEAR,DIVISION,EVENT,SEX,ATHLETE,YEAR,TEAM,TIME,TIME_SECS,MARK,CONV,POINTS,MEET,MEET DATE
8,2015,D2,LJ,Men,"Corbett, Marquise",SO-2,Tiffin,,,7.59m,"24' 11""",,"Hillsdale ""Last Chance"" Classic","May 6, 2015"
9,2015,D2,LJ,Men,"Cherry, Marquise",JR-3,Cal St. East Bay,,,7.57m,"24' 10""",,CCAA Championships,"Apr 29, 2015"
10,2015,D2,LJ,Men,"Bruce, Michael",JR-3,Findlay,,,7.56m,"24' 9.75""",,Toledo Invitational,"May 7, 2015"
11,2015,D2,LJ,Men,"Wilcox, Donald",SR-4,Emporia St.,,,7.49m,"24' 7""",,2015 ESU Mid-Week Open,"Apr 22, 2015"
12,2015,D2,LJ,Men,"McKenzie, Chazton",FR-1,Virginia Union,,,7.47m,"24' 6.25""",,Virginia Grand Prix,"May 8, 2015"
13,2015,D2,LJ,Men,"Land, Brady",SR-4,Nebraska-Kearney,,,7.46m,"24' 5.75""",,MIAA Conference Championships,"May 1, 2015"
13,2015,D2,LJ,Men,"Harris, Anthony",SR-4,TAMU-Commerce,,,7.46m,"24' 5.75""",,Lone Star Outdoor Track and Field Championships,"May 7, 2015"
13,2015,D2,LJ,Men,"Chapman, LeQuan",SR-4,Shippensburg,,,7.46m,"24' 5.75""",,Bison Outdoor Classic,"Apr 11, 2015"
16,2015,D2,LJ,Men,"Zolotoglavyy, Alexander",SO-2,Findlay,,,7.44m,"24' 5""",,GVSU Last Chance,"May 9, 2015"
16,2015,D2,LJ,Men,"Demiel, JaQuan",SR-4,St. Augustine's,,,7.44m,"24' 5""",,2015 Liberty Twilight,"Apr 29, 2015"
16,2015,D2,LJ,Men,"Hernandez Santos, Bryan",SO-2,P.R.-Rio Piedras,,,7.44m,"24' 5""",,Justas Sistema UPR 2015,"Mar 7, 2015"
19,2015,D2,LJ,Men,"Rickets, Michane",FR-1,Johnson C. Smith,,,7.42m,"24' 4.25""",,Georgia Invitational,"May 9, 2015"
20,2015,D2,LJ,Men,"Soles, Keenan",SR-4,Pittsburg St.,,,7.40m,"24' 3.5""",,MIAA Conference Championships,"May 1, 2015"
21,2015,D2,LJ,Men,"Davis, Keyshawn",SO-2,St. Cloud State,,,7.39m,"24' 3""",,Northern Sun Conference Meet,"May 8, 2015"
22,2015,D2,LJ,Men,"Caraciolo, Joseph",JR-3,So. Conn. St.,,,7.38m,"24' 2.5""",,UCONN Northeast Challenge,"Apr 11, 2015"
22,2015,D2,LJ,Men,"Cameron, Malcolm",JR-3,TAMU-Kingsville,,,7.38m,"24' 2.5""",,Lone Star Outdoor Track and Field Championships,"May 7, 2015"
24,2015,D2,LJ,Men,"Tsygankov, Vladislav",FR-1,Simon Fraser,,,7.37m,"24' 2.25""",,UBC Open,"Mar 28, 2015"
1,2015,D2,LJ,Women,"Edem, Euphemia",SR-4,Tarleton State,,,6.44m,"21' 1.5""",,Lone Star Outdoor Track and Field Championships,"May 7, 2015"
2,2015,D2,LJ,Women,"McPherson, Shanice",SO-2,New Mexico Highlands,,,6.38m,"20' 11.25""",,RMAC Outdoor Track and Field Championships,"May 1, 2015"
3,2015,D2,LJ,Women,"Brooks, Shakinah",SO-2,St. Augustine's,,,6.23m,"20' 5.25""",,Duke Twilight,"May 6, 2015"
4,2015,D2,LJ,Women,"Reed, Antqunita",SR-4,Pittsburg St.,,,6.17m,"20' 3""",,Kansas Relays,"Apr 15, 2015"
4,2015,D2,LJ,Women,"Kinsey, Erika",FR-1,Central Missouri,,,6.17m,"20' 3""",,MIAA Conference Championships,"May 1, 2015"
6,2015,D2,LJ,Women,"Talbott, Sarah",JR-3,Grand Valley St.,,,6.12m,"20' 1""",,GVSU Second to Last Chance,"May 8, 2015"
7,2015,D2,LJ,Women,"Rowe, Whitney",SR-4,Colorado Mesa,,,6.10m,"20' 0.25""",,Maroon Classic,"Apr 11, 2015"
7,2015,D2,LJ,Women,"Hunt, Sarah",SO-2,Shippensburg,,,6.10m,"20' 0.25""",,Shippensburg University Invitational,"Apr 15, 2015"
9,2015,D2,LJ,Women,"Reuwsaat, Stachia",SO-2,Chadron State,,,6.09m,"19' 11.75""",,RMAC Outdoor Track and Field Championships,"May 1, 2015"
10,2015,D2,LJ,Women,"Dietrich, Brianne",SR-4,Edinboro,,,6.07m,"19' 11""",,Dave Labor Invt,"Apr 18, 2015"
11,2015,D2,LJ,Women,"Slack, Salcia",SR-4,New Mexico Highlands,,,6.06m,"19' 10.75""",,2015 Jim Click Combined Events,"Apr 9, 2015"
12,2015,D2,LJ,Women,"Uhunmwangho, Amenze",JR-3,St. Augustine's,,,6.04m,"19' 9.75""",,2015 Liberty Twilight,"Apr 29, 2015"
13,2015,D2,LJ,Women,"Bjelac, Jennifer",SR-4,Ashland,,,6.00m,"19' 8.25""",,Akron Campbell-Wright Invitational,"May 8, 2015"
14,2015,D2,LJ,Women,"Curit, Maria",SR-4,Stonehill,,,5.99m,"19' 8""",,Northeast-10 Outdoor Track & Field Championships,"May 1, 2015"
15,2015,D2,LJ,Women,"Reagan, Brittani",JR-3,Missouri Southern,,,5.97m,"19' 7""",,MIAA Conference Championships,"May 1, 2015"
15,2015,D2,LJ,Women,"Squire, Nikia",JR-3,Queens (N.C.),,,5.97m,"19' 7""",,Charlotte 49er Classic,"Mar 19, 2015"
15,2015,D2,LJ,Women,"Earle, Kate",SR-4,Humboldt State,,,5.97m,"19' 7""",,CCAA Championships,"Apr 29, 2015"
18,2015,D2,LJ,Women,"VanWinkle, Megan",SR-4,Azusa Pacific,,,5.96m,"19' 6.75""",,Mt. SAC Relays/CA Invitational Multi Events,"Apr 15, 2015"
18,2015,D2,LJ,Women,"Rigsby, Michelle",JR-3,Colorado Mines,,,5.96m,"19' 6.75""",,CSM Last Chance Qualifier,"May 10, 2015"
18,2015,D2,LJ,Women,"Malloy, Jillian",SR-4,Wingate,,,5.96m,"19' 6.75""",,Wingate University Invitational,"Apr 3, 2015"
21,2015,D2,LJ,Women,"Duncan, Alexis",FR-1,Grand Valley St.,,,5.95m,"19' 6.25""",,2015 GLIAC Outdoor Track & Field Championships,"Apr 30, 2015"
21,2015,D2,LJ,Women,"Weiss, Peyton",SR-4,Emporia St.,,,5.95m,"19' 6.25""",,MIAA Conference Championships,"May 1, 2015"
23,2015,D2,LJ,Women,"Wichmann, Chloe",JR-3,NW Missouri,,,5.93m,"19' 5.5""",,2015 Bearcat Open,"Apr 3, 2015"
24,2015,D2,LJ,Women,"Kurywchak, Danylle",JR-3,U-Mary,,,5.92m,"19' 5.25""",,Northern Sun Conference Meet,"May 8, 2015"
1,2015,D2,PV,Men,"Phillips, Cole",SO-2,Central Missouri,,,5.37m,"17' 7.25""",,MIAA Conference Championships,"May 1, 2015"
2,2015,D2,PV,Men,"Yamoah, Jordan",JR-3,TAMU-Kingsville,,,5.36m,"17' 7""",,Lone Star Outdoor Track and Field Championships,"May 7, 2015"
3,2015,D2,PV,Men,"Zorsky, Noah",SO-2,Western State,,,5.35m,"17' 6.5""",,West Texas A&M Classic and Multi,"Apr 10, 2015"
4,2015,D2,PV,Men,"Ellerbee, Justin",SR-4,Cal Poly Pomona,,,5.18m,"17' 0""",,2015 Ben Brown Invitational,"Mar 13, 2015"
4,2015,D2,PV,Men,"Tien, Brady",SR-4,Fort Hays St.,,,5.18m,"17' 0""",,2015 ESU Mid-Week Open,"Apr 22, 2015"
6,2015,D2,PV,Men,"Piepenbrink, Jeff",SR-4,Pittsburg St.,,,5.17m,"16' 11.5""",,MIAA Conference Championships,"May 1, 2015"
7,2015,D2,PV,Men,"Lewis, Payton",FR-1,Northwest Nazarene,,,5.15m,"16' 10.75""",,Stanford Invitational,"Apr 3, 2015"
8,2015,D2,PV,Men,"Mantor, Rodger",JR-3,Cal Poly Pomona,,,5.13m,"16' 10""",,Mangrum Invitational,"Apr 11, 2015"
9,2015,D2,PV,Men,"Buck, Lanny",SR-4,Kutztown,,,5.10m,"16' 8.75""",,11th Annual Paul Kaiser Classic,"Apr 25, 2015"
10,2015,D2,PV,Men,"Arnold, Luke",SR-4,Western State,,,5.08m,"16' 8""",,West Texas A&M Classic and Multi,"Apr 10, 2015"
10,2015,D2,PV,Men,"Hold, Morgan",SO-2,Missouri Southern,,,5.08m,"16' 8""",,MSSU Last Chance Invite,"May 8, 2015"
12,2015,D2,PV,Men,"Schipper, Jared",FR-1,Hillsdale,,,5.05m,"16' 6.75""",,Hillsdale Invitational,"Apr 11, 2015"
13,2015,D2,PV,Men,"Paris-Castro, Joel",SR-4,P.R.-Rio Piedras,,,5.00m,"16' 4.75""",,Justas LAI 2015,"Apr 16, 2015"
13,2015,D2,PV,Men,"Blackwell, James",SR-4,Cedarville,,,5.00m,"16' 4.75""",,NCCAA Outdoor Track & Field Championships,"May 1, 2015"
13,2015,D2,PV,Men,"Fisch, Patrick",SO-2,Grand Valley St.,,,5.00m,"16' 4.75""",,2015 WKU Hilltopper Relays,"Apr 10, 2015"
16,2015,D2,PV,Men,"Pacheco, Jordan",SO-2,Slippery Rock,,,4.96m,"16' 3.25""",,Dave Labor Invt,"Apr 18, 2015"
16,2015,D2,PV,Men,"Rosenbaum, Lucas",SO-2,Missouri S&T,,,4.96m,"16' 3.25""",,Missouri S&T Dewey Allgood Invite,"Apr 18, 2015"
18,2015,D2,PV,Men,"Jerothe, Ryan",SR-4,Nova Southeastern,,,4.95m,"16' 2.75""",,UCF Twilight,"Apr 30, 2015"
18,2015,D2,PV,Men,"Allen, Austin",SR-4,Cal Poly Pomona,,,4.95m,"16' 2.75""",,California Collegiate Invitational,"Apr 4, 2015"
18,2015,D2,PV,Men,"Mancheron, Theo",JR-3,Tiffin,,,4.95m,"16' 2.75""",,2015 GLIAC Outdoor Track & Field Championships,"Apr 30, 2015"
21,2015,D2,PV,Men,"Black, Allen",SR-4,Cal Poly Pomona,,,4.91m,"16' 1.25""",,Bryan Clay Invitational,"Apr 17, 2015"
21,2015,D2,PV,Men,"Timmer, Ben",SR-4,Colorado Mines,,,4.91m,"16' 1.25""",,CSM Kit Mayer Memorial Open,"Mar 28, 2015"
21,2015,D2,PV,Men,"Rich, Matt",SR-4,TAMU-Commerce,,,4.91m,"16' 1.25""",,2015 David Noble ASU Relays,"Apr 2, 2015"
24,2015,D2,PV,Men,"Jensen, Chase",SO-2,Sioux Falls,,,4.90m,"16' 0.75""",,Vance Butler Invitational,"Apr 3, 2015"
1,2015,D2,PV,Women,"Preisler, Rebecca",SR-4,Lewis,,,4.20m,"13' 9.25""",,GLVC Conference Championships,"May 1, 2015"
2,2015,D2,PV,Women,"Grecni, Michelle",SR-4,So. Conn. St.,,,4.10m,"13' 5.25""",,Northeast-10 Outdoor Track & Field Championships,"May 1, 2015"
3,2015,D2,PV,Women,"Kallenberger, Brittany",SO-2,Central Missouri,,,4.05m,"13' 3.5""",,MIAA Conference Championships,"May 1, 2015"
4,2015,D2,PV,Women,"Roberts, Jamie",JR-3,Grand Valley St.,,,4.02m,"13' 2.25""",,GVSU Second to Last Chance,"May 8, 2015"
5,2015,D2,PV,Women,"Peterson, Kimberly",FR-1,Sioux Falls,,,4.00m,"13' 1.5""",,Drake Alternative,"Apr 25, 2015"
5,2015,D2,PV,Women,"Kitz, Alexandra",JR-3,Grand Valley St.,,,4.00m,"13' 1.5""",,2015 WKU Hilltopper Relays,"Apr 10, 2015"
7,2015,D2,PV,Women,"Glenn, Heather",SO-2,Pittsburg St.,,,3.90m,"12' 9.5""",,MSSU Bill Williams/Bob Laptad Invite,"Apr 24, 2015"
8,2015,D2,PV,Women,"Bower, Melanie",JR-3,Missouri Southern,,,3.86m,"12' 8""",,Missouri S&T Dewey Allgood Invite,"Apr 18, 2015"
9,2015,D2,PV,Women,"Sudman, Bryanna",JR-3,Minnesota State,,,3.85m,"12' 7.5""",,CSULA 2015 Twilight Open,"Apr 16, 2015"
9,2015,D2,PV,Women,"Clark, Kaitlyn",JR-3,Slippery Rock,,,3.85m,"12' 7.5""",,10th Annual Gator Invitational,"May 8, 2015"
9,2015,D2,PV,Women,"Schornak, Jennifer",SR-4,Grand Valley St.,,,3.85m,"12' 7.5""",,2015 WKU Hilltopper Relays,"Apr 10, 2015"
12,2015,D2,PV,Women,"Emmert, McKenna",SO-2,Central Washington,,,3.83m,"12' 6.75""",,2015 WWU Ralph Vernacchia Track & Field Meet,"Apr 25, 2015"
12,2015,D2,PV,Women,"Sack, Taylor",SO-2,Chico State,,,3.83m,"12' 6.75""",,CCAA Championships,"Apr 29, 2015"
14,2015,D2,PV,Women,"Jandrich, Esther",SR-4,Concordia-St. Paul,,,3.81m,"12' 6""",,Warrior Women's Open,"May 2, 2015"
15,2015,D2,PV,Women,"Carr, Christina",SO-2,UC San Diego,,,3.80m,"12' 5.5""",,San Diego Collegiate Challenge,"Mar 14, 2015"
15,2015,D2,PV,Women,"Muller, Megan",SO-2,Sioux Falls,,,3.80m,"12' 5.5""",,Howard Wood Dakota Relays,"May 1, 2015"
17,2015,D2,PV,Women,"Wilson, Maggie",SR-4,Emporia St.,,,3.79m,"12' 5.25""",,MIAA Conference Championships,"May 1, 2015"
18,2015,D2,PV,Women,"Carr, Davina",SO-2,U-Mary,,,3.78m,"12' 4.75""",,2015 Marauders Open,"Apr 12, 2015"
19,2015,D2,PV,Women,"Bice, Whitney",JR-3,Grand Valley St.,,,3.77m,"12' 4.5""",,Al Owens Open,"Apr 17, 2015"
20,2015,D2,PV,Women,"McQuaide, Courtney",FR-1,Slippery Rock,,,3.76m,"12' 4""",,SRU Open,"Apr 2, 2015"
20,2015,D2,PV,Women,"Wilkens, Zoe",SO-2,Azusa Pacific,,,3.76m,"12' 4""",,Bryan Clay Invitational,"Apr 17, 2015"
22,2015,D2,PV,Women,"Sullivan, Emma",JR-3,Kutztown,,,3.75m,"12' 3.5""",,11th Annual Paul Kaiser Classic,"Apr 25, 2015"
23,2015,D2,PV,Women,"Benham, Megan",JR-3,UC San Diego,,,3.73m,"12' 2.75""",,CCAA Championships,"Apr 29, 2015"
24,2015,D2,PV,Women,"Clement, Molly",SR-4,Missouri S&T,,,3.71m,"12' 2""",,Missouri S&T Dewey Allgood Invite,"Apr 18, 2015"
1,2015,D2,SP,Men,"Miller, Taylor",SR-4,Findlay,,,18.76m,"61' 6.75""",,All-Ohio Track & Field Championships,"Apr 10, 2015"
2,2015,D2,SP,Men,"Appier, Garrett",JR-3,Pittsburg St.,,,18.54m,"60' 10""",,State Farm ESU Relays,"Apr 4, 2015"
3,2015,D2,SP,Men,"Marcoccia, Mathieu",SR-4,Findlay,,,18.48m,"60' 7.75""",,2015 GLIAC Outdoor Track & Field Championships,"Apr 30, 2015"
4,2015,D2,SP,Men,"Saikalis, Chris",SO-2,Grand Valley St.,,,18.47m,"60' 7.25""",,2015 WKU Hilltopper Relays,"Apr 10, 2015"
5,2015,D2,SP,Men,"Cameron, Michael",SR-4,So. Conn. St.,,,18.06m,"59' 3""",,Northeast-10 Outdoor Track & Field Championships,"May 1, 2015"
6,2015,D2,SP,Men,"Smith, Grant",SR-4,Shippensburg,,,17.93m,"58' 10""",,PSAC Outdoor Track and Field Championships,"Apr 30, 2015"
7,2015,D2,SP,Men,"Bowers, Davion",JR-3,Tiffin,,,17.85m,"58' 6.75""",,Aquinas Twilight Invitational,"May 6, 2015"
8,2015,D2,SP,Men,"Baxter, Zach",JR-3,Adams State,,,17.74m,"58' 2.5""",,Jack Christiansen Invitational,"Apr 24, 2015"
9,2015,D2,SP,Men,"Hahler, Ben",SO-2,Findlay,,,17.64m,"57' 10.5""",,Polar Bear Invitational,"Apr 18, 2015"
10,2015,D2,SP,Men,"Farrow, Bo",SO-2,Pittsburg St.,,,17.60m,"57' 9""",,State Farm ESU Relays,"Apr 4, 2015"
11,2015,D2,SP,Men,"Zahn, Jason",SO-2,Ashland,,,17.48m,"57' 4.25""",,2015 GLIAC Outdoor Track & Field Championships,"Apr 30, 2015"
11,2015,D2,SP,Men,"Dieck, Justin",JR-3,Lake Superior State,,,17.48m,"57' 4.25""",,49th Hillsdale College GINA Relays,"Apr 23, 2015"
13,2015,D2,SP,Men,"Huckabee, Matthew",SO-2,Lincoln (Pa.),,,17.43m,"57' 2.25""",,Kehoe Twilight Meet,"May 1, 2015"
14,2015,D2,SP,Men,"Randolph, Gary",SO-2,Cal St. Stanislaus,,,17.38m,"57' 0.25""",,Occidental Invitational (College/University),"May 9, 2015"
15,2015,D2,SP,Men,"Odunaiya, Kenny",SR-4,Tarleton State,,,17.36m,"56' 11.5""",,Joe Gillespie Tri Meet,"Apr 11, 2015"
16,2015,D2,SP,Men,"Weatherly, Zach",JR-3,West Texas A&M,,,17.35m,"56' 11.25""",,West Texas A&M Classic and Multi,"Apr 10, 2015"
17,2015,D2,SP,Men,"Talk, Elijah",FR-1,Ashland,,,17.31m,"56' 9.5""",,2015 GLIAC Outdoor Track & Field Championships,"Apr 30, 2015"
18,2015,D2,SP,Men,"Thornton, Darien",JR-3,Grand Valley St.,,,17.27m,"56' 8""",,2015 WKU Hilltopper Relays,"Apr 10, 2015"
19,2015,D2,SP,Men,"Canaday, Deondra",JR-3,Lindenwood,,,17.24m,"56' 6.75""",,SIUe Gateway Invite,"Apr 18, 2015"
20,2015,D2,SP,Men,"Millar, Jonathan",SO-2,Adams State,,,17.16m,"56' 3.75""",,CSM Last Chance Qualifier,"May 10, 2015"
21,2015,D2,SP,Men,"Rambo, Tyler",JR-3,TAMU-Commerce,,,17.12m,"56' 2""",,Joe Gillespie Tri Meet,"Apr 11, 2015"
22,2015,D2,SP,Men,"Burns, Bryan",SO-2,Missouri Southern,,,16.97m,"55' 8.25""",,MIAA Conference Championships,"May 1, 2015"
23,2015,D2,SP,Men,"Pineda, Brendon",JR-3,Minnesota-Duluth,,,16.94m,"55' 7""",,Northern Sun Conference Meet,"May 8, 2015"
24,2015,D2,SP,Men,"Mahin, Jacob",SO-2,Central Missouri,,,16.93m,"55' 6.5""",,2015 Wendy's/PSU Invitational,"Mar 28, 2015"
1,2015,D2,SP,Women,"Wells, Sara",SR-4,Wayne St. (Neb.),,,16.47m,"54' 0.5""",,Northern Sun Conference Meet,"May 8, 2015"
2,2015,D2,SP,Women,"Sindelar, Jamie",JR-3,Ashland,,,16.12m,"52' 10.75""",,All-Ohio Track & Field Championships,"Apr 10, 2015"
3,2015,D2,SP,Women,"McLaughlin, Madison",JR-3,Black Hills St.,,,15.94m,"52' 3.75""",,Jack Christiansen Invitational,"Apr 24, 2015"
4,2015,D2,SP,Women,"Averesch, Kendra",SR-4,Findlay,,,15.81m,"51' 10.5""",,Toledo Invitational,"May 7, 2015"
5,2015,D2,SP,Women,"Clow, Sarah",JR-3,Tiffin,,,15.44m,"50' 8""",,2015 GLIAC Outdoor Track & Field Championships,"Apr 30, 2015"
6,2015,D2,SP,Women,"Dendinger, Michaela",SO-2,Wayne St. (Neb.),,,15.40m,"50' 6.25""",,Northern Sun Conference Meet,"May 8, 2015"
7,2015,D2,SP,Women,"Warner, Heavin",JR-3,Central Missouri,,,15.21m,"49' 11""",,Sam Williams Twilight Qualifier,"May 9, 2015"
8,2015,D2,SP,Women,"Rausch, Alissa",SR-4,Winona State,,,15.19m,"49' 10""",,Northern Sun Conference Meet,"May 8, 2015"
9,2015,D2,SP,Women,"Herl, Mel",JR-3,Chadron State,,,15.03m,"49' 3.75""",,Air Force Twilight Open,"May 8, 2015"
10,2015,D2,SP,Women,"Cunigan, Holly",SO-2,West Texas A&M,,,15.01m,"49' 3""",,West Texas A&M Classic and Multi,"Apr 10, 2015"
11,2015,D2,SP,Women,"Slack, Salcia",SR-4,New Mexico Highlands,,,14.99m,"49' 2.25""",,2015 Jim Click Combined Events,"Apr 9, 2015"
12,2015,D2,SP,Women,"Gray, Tiffany",SR-4,Cal Poly Pomona,,,14.86m,"48' 9""",,CSULA Last Chance 2015,"May 9, 2015"
13,2015,D2,SP,Women,"Bridenthal, Jessica",SR-4,Ashland,,,14.83m,"48' 8""",,Ashland Alumni Open,"Apr 24, 2015"
14,2015,D2,SP,Women,"Caswell, Cassie",JR-3,Pittsburg St.,,,14.82m,"48' 7.5""",,Pittsburg State Gorilla Classic,"Apr 10, 2015"
15,2015,D2,SP,Women,"Frink, Shelby",SR-4,Georgian Court,,,14.58m,"47' 10""",,CACC Outdoor Conference Championship,"May 3, 2015"
15,2015,D2,SP,Women,"Vrana, Valerie",JR-3,TAMU-Kingsville,,,14.58m,"47' 10""",,Lone Star Outdoor Track and Field Championships,"May 7, 2015"
17,2015,D2,SP,Women,"Tomei, Megan",SO-2,Ashland,,,14.49m,"47' 6.5""",,Akron Campbell-Wright Invitational,"May 8, 2015"
18,2015,D2,SP,Women,"Smith, Jasmine",FR-1,Pittsburg St.,,,14.45m,"47' 5""",,MSSU Bill Williams/Bob Laptad Invite,"Apr 24, 2015"
19,2015,D2,SP,Women,"Lewis, Shatora",SR-4,Ashland,,,14.35m,"47' 1""",,Akron Campbell-Wright Invitational,"May 8, 2015"
20,2015,D2,SP,Women,"Owens, Kayla",SR-4,West Chester,,,14.29m,"46' 10.75""",,PSAC Outdoor Track and Field Championships,"Apr 30, 2015"
21,2015,D2,SP,Women,"Neale, Kirby",SO-2,Saint Martin's,,,14.24m,"46' 8.75""",,SMU Last Chance Qualifier,"May 2, 2015"
22,2015,D2,SP,Women,"Ross, Elizabeth",SR-4,Shippensburg,,,14.22m,"46' 8""",,2015 Penn Relays,"Apr 23, 2015"
23,2015,D2,SP,Women,"Hickman, Farin",SR-4,Indianapolis,,,14.19m,"46' 6.75""",,Ball State University Cardinal Invitational,"Apr 17, 2015"
24,2015,D2,SP,Women,"Mondozzi, Miranda",JR-3,Tiffin,,,14.12m,"46' 4""",,2015 GLIAC Outdoor Track & Field Championships,"Apr 30, 2015"
1,2015,D2,TJ,Men,"Steele, DeVontae",FR-1,TAMU-Commerce,,,15.56m,"51' 0.75""",,Lone Star Outdoor Track and Field Championships,"May 7, 2015"
2,2015,D2,TJ,Men,"Postwaite, Joseph",SR-4,Lake Erie,,,15.50m,"50' 10.25""",,Akron Campbell-Wright Invitational,"May 8, 2015"
3,2015,D2,TJ,Men,"Cushon, Marquise",SR-4,Pittsburg St.,,,15.37m,"50' 5.25""",,State Farm ESU Relays,"Apr 4, 2015"
4,2015,D2,TJ,Men,"Bowen, Matt",FR-1,UC San Diego,,,15.35m,"50' 4.5""",,All-UC Championship,"Mar 7, 2015"
5,2015,D2,TJ,Men,"Bowles, Gage",JR-3,TAMU-Commerce,,,15.29m,"50' 2""",,Lone Star Outdoor Track and Field Championships,"May 7, 2015"
6,2015,D2,TJ,Men,"Boure, Darion",SR-4,Missouri Southern,,,15.23m,"49' 11.75""",,MIAA Conference Championships,"May 1, 2015"
6,2015,D2,TJ,Men,"Hyacinth, Darius",SR-4,Stillman,,,15.23m,"49' 11.75""",,Jace LaCoste Invitational,"May 1, 2015"
8,2015,D2,TJ,Men,"Nadin, Benoit",JR-3,West Texas A&M,,,15.22m,"49' 11.25""",,Texas Tech Outdoor Open,"Apr 3, 2015"
9,2015,D2,TJ,Men,"Wilchcombe, Jeremy",JR-3,Northwood (Mich.),,,15.13m,"49' 7.75""",,2015 GLIAC Outdoor Track & Field Championships,"Apr 30, 2015"
9,2015,D2,TJ,Men,"Smithco, Caleb",FR-1,Slippery Rock,,,15.13m,"49' 7.75""",,10th Annual Gator Invitational,"May 8, 2015"
11,2015,D2,TJ,Men,"Obiefuna, Olisa",JR-3,Angelo State,,,15.12m,"49' 7.25""",,Lone Star Outdoor Track and Field Championships,"May 7, 2015"
12,2015,D2,TJ,Men,"Leggett, Demorrio",SR-4,Findlay,,,15.10m,"49' 6.5""",,Toledo Invitational,"May 7, 2015"
12,2015,D2,TJ,Men,"Davis, Terry",SO-2,North Greenville,,,15.10m,"49' 6.5""",,Georgia Invitational,"May 9, 2015"
12,2015,D2,TJ,Men,"Chapman, LeQuan",SR-4,Shippensburg,,,15.10m,"49' 6.5""",,PSAC Outdoor Track and Field Championships,"Apr 30, 2015"
15,2015,D2,TJ,Men,"Bruce, Michael",JR-3,Findlay,,,15.08m,"49' 5.75""",,Toledo Invitational,"May 7, 2015"
16,2015,D2,TJ,Men,"Shaw , David",JR-3,St. Augustine's,,,15.07m,"49' 5.5""",,2015 CIAA Outdoor Track & Field Championship,"Apr 17, 2015"
17,2015,D2,TJ,Men,"Smith, Owen",SO-2,Lincoln (Mo.),,,15.06m,"49' 5""",,MIAA Conference Championships,"May 1, 2015"
18,2015,D2,TJ,Men,"Guerrier, Jimm",SR-4,So. Conn. St.,,,15.05m,"49' 4.5""",,NEICAAA Track and Field Outdoor Championship,"May 7, 2015"
18,2015,D2,TJ,Men,"Reid, Artneil",SO-2,Virginia Union,,,15.05m,"49' 4.5""",,Virginia Grand Prix,"May 8, 2015"
20,2015,D2,TJ,Men,"Pearcill, David",SR-4,Minnesota State,,,15.04m,"49' 4.25""",,Northern Sun Conference Meet,"May 8, 2015"
21,2015,D2,TJ,Men,"Roberts, Kevin",FR-1,Tiffin,,,15.00m,"49' 2.5""",,"Hillsdale ""Last Chance"" Classic","May 6, 2015"
22,2015,D2,TJ,Men,"Gill, Cameron",FR-1,Western State,,,14.96m,"49' 1""",,CSM Last Chance Qualifier,"May 10, 2015"
23,2015,D2,TJ,Men,"Jor'dan, Khalil",JR-3,Minnesota State,,,14.90m,"48' 10.75""",,Northern Sun Conference Meet,"May 8, 2015"
24,2015,D2,TJ,Men,"Teigen, Aaron",SR-4,U-Mary,,,14.88m,"48' 10""",,2015 Marauders Open,"Apr 12, 2015"
1,2015,D2,TJ,Women,"Edem, Euphemia",SR-4,Tarleton State,,,13.22m,"43' 4.5""",,Lone Star Outdoor Track and Field Championships,"May 7, 2015"
1,2015,D2,TJ,Women,"Slack, Salcia",SR-4,New Mexico Highlands,,,13.22m,"43' 4.5""",,Tailwind Open,"Apr 3, 2015"
3,2015,D2,TJ,Women,"Kinsey, Erika",FR-1,Central Missouri,,,13.11m,"43' 0.25""",,MIAA Conference Championships,"May 1, 2015"
4,2015,D2,TJ,Women,"Reed, Antqunita",SR-4,Pittsburg St.,,,12.98m,"42' 7""",,Pittsburg State Gorilla Classic,"Apr 10, 2015"
5,2015,D2,TJ,Women,"Kurywchak, Danylle",JR-3,U-Mary,,,12.86m,"42' 2.25""",,Bryan Clay Invitational,"Apr 17, 2015"
6,2015,D2,TJ,Women,"McNeill, Tajanel",SR-4,Winston-Salem St.,,,12.72m,"41' 8.75""",,2015 Liberty Twilight,"Apr 29, 2015"
7,2015,D2,TJ,Women,"Conyers, Briana",SR-4,New Haven,,,12.61m,"41' 4.5""",,Yale Springtime Invitational,"Apr 26, 2015"
8,2015,D2,TJ,Women,"Campbell-Brown, Krishanda",SR-4,Benedict,,,12.53m,"41' 1.5""",,Winthrop Invitational,"Mar 26, 2015"
9,2015,D2,TJ,Women,"Smith, Kendra",SO-2,Lindenwood,,,12.50m,"41' 0.25""",,MIAA Conference Championships,"May 1, 2015"
10,2015,D2,TJ,Women,"Ouedraogo, Malika",SO-2,West Texas A&M,,,12.49m,"40' 11.75""",,2015 Clyde Littlefield Texas Relays,"Mar 25, 2015"
11,2015,D2,TJ,Women,"Yalartai, Patience",SO-2,St. Cloud State,,,12.34m,"40' 6""",,Northern Sun Conference Meet,"May 8, 2015"
12,2015,D2,TJ,Women,"Ambowode, Jasmine",JR-3,Angelo State,,,12.33m,"40' 5.5""",,2015 David Noble ASU Relays,"Apr 2, 2015"
13,2015,D2,TJ,Women,"Campbell, Jonelle",JR-3,Lincoln (Mo.),,,12.29m,"40' 4""",,MIAA Conference Championships,"May 1, 2015"
